volantino,insegna,categoria,prodotto,formato,quantita,unita,prezzo,prezzo_unita,dal,al,note
carriper04,Carrefour Iper,Asciugatutto,Carta cucina Asciugoni – Regina,3 rotoloni pari a 6 rotoli,6,al rotolo,2.99,0.498,2026-09-04,2026-09-13,"−50%, prima 5,99. Il conto usa i 6 rotoli dichiarati sul pacco: sui 3 rotoloni veri fa 1,00 l'uno."
carriper04,Carrefour Iper,Bagnoschiuma,Bagnodoccia Dermazero – Neutro Roberts,900 ml (2 × 450 ml),0.9,al litro,2.85,3.167,2026-09-04,2026-09-13,"−64%, prima 7,94. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Bagnoschiuma,Detergente intimo – Lactacyd,200 ml,0.2,al litro,2.39,11.950,2026-09-04,2026-09-13,"−26%, prima 3,24. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Bagnoschiuma,Docciaschiuma profumazioni assortite – Vidal,250 ml,0.25,al litro,0.99,3.960,2026-09-04,2026-09-13,"−28%, prima 1,38. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Bagnoschiuma,Ricarica sapone liquido mani – Mil Mil,2 litri,2,al litro,2.49,1.245,2026-09-04,2026-09-13,"−28%, prima 3,46. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Bibite,Bibite gusti assortiti – Tomarchio,"1,25 litri",1.25,al litro,0.79,0.632,2026-09-04,2026-09-13,"−25%, prima 1,09. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Bibite,Coca Cola Regular o Zero Zuccheri,"6 litri (4 × 1,5 l)",6,al litro,4.65,0.775,2026-09-04,2026-09-13,"−40%, prima 8,02. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Bibite,Energy mango o anguria – Arizona,500 ml,0.5,al litro,0.99,1.980,2026-09-04,2026-09-13,"−33%, prima 1,49. Solo con la tessera SpesAmica Payback. E una bibita energetica."
carriper04,Carrefour Iper,Bibite,Nettari di frutta I Triangolini – Valfrutta,"1,2 l (12 × 100 ml)",1.2,al litro,2.89,2.408,2026-09-04,2026-09-13,"−20%, prima 3,66. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Bibite,Succhi di frutta senza zuccheri aggiunti – Carrefour,600 ml (3 × 200 ml),0.6,al litro,0.99,1.650,2026-09-04,2026-09-13,"−30%, prima 1,44. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Bibite,Succhi di frutta senza zuccheri aggiunti – Skipper,1 litro,1,al litro,1.49,1.490,2026-09-04,2026-09-13,"−20%, prima 1,89. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Bibite,Succhi di frutta – Santal,1 litro,1,al litro,1.29,1.290,2026-09-04,2026-09-13,"Sottocosto −25%, prima 1,78."
carriper04,Carrefour Iper,Bibite,Succo Ace Audace – Innocent,750 ml,0.75,al litro,2.79,3.720,2026-09-04,2026-09-13,"−26%, prima 3,79."
carriper04,Carrefour Iper,Bibite,The gusti assortiti – Carrefour,"1,2 l (6 × 200 ml)",1.2,al litro,1.35,1.125,2026-09-04,2026-09-13,"Il volantino stampa 1,13 al litro."
carriper04,Carrefour Iper,Bibite,Thè Linea Standard o Zero – Sant'Anna,"1,5 litri",1.5,al litro,0.69,0.460,2026-09-04,2026-09-13,"−45%, prima 1,29. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Birra,Birra Cristalli di Sale – Messina,990 ml (3 × 330 ml),0.99,al litro,2.99,3.020,2026-09-04,2026-09-13,"−25%, prima 3,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Birra,Birra Metodo Lento – Ichnusa,500 ml,0.5,al litro,1.09,2.180,2026-09-04,2026-09-13,"−31%, prima 1,59. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Birra,Birra Pilsener in lattina – Edelmeister,500 ml,0.5,al litro,0.59,1.180,2026-09-04,2026-09-13,"Il volantino stampa 1,18 al litro."
carriper04,Carrefour Iper,Birra,Birra – Moretti,660 ml,0.66,al litro,0.79,1.197,2026-09-04,2026-09-13,"Sottocosto −37%, prima 1,26."
carriper04,Carrefour Iper,Birra,Birra – Peroni,"1,98 litri (6 × 330 ml)",1.98,al litro,3.99,2.015,2026-09-04,2026-09-13,"−31%, prima 5,79. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Biscotti,Biscotti Atene – Doria,500 g,0.5,al kg,0.99,1.980,2026-09-04,2026-09-13,"−40% con la tessera SpesAmica Payback, prima 1,65."
carriper04,Carrefour Iper,Biscotti,Biscotti Ricchi – Mulino Bianco,700 g,0.7,al kg,1.99,2.843,2026-09-04,2026-09-13,"Sottocosto −50%, prima 3,99. Il volantino stampa 2,85 al kg."
carriper04,Carrefour Iper,Biscotti,Biscotti Zuppalatte o Oswego – Colussi,1 kg (4 × 250 g),1,al kg,2.39,2.390,2026-09-04,2026-09-13,"−50%, prima 4,79. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Biscotti,Biscotto – Plasmon,720 g,0.72,al kg,4.99,6.931,2026-09-04,2026-09-13,"−33%, prima 7,46. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Biscotti,Fisarmoniche al cioccolato – Mulino Bianco,296 g,0.296,al kg,2.19,7.399,2026-09-04,2026-09-13,"−30%, prima 3,14. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Biscotti,Frollini gusti assortiti – Colussi,273 g,0.273,al kg,1.19,4.359,2026-09-04,2026-09-13,"−40% con la tessera SpesAmica Payback, prima 1,99."
carriper04,Carrefour Iper,Biscotti,Grisbì gusti assortiti,135 g,0.135,al kg,0.99,7.333,2026-09-04,2026-09-13,"Sottocosto −55%, prima 2,20. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Biscotti,Nutella Biscuits,304 g,0.304,al kg,2.69,8.849,2026-09-04,2026-09-13,"−22% con la tessera SpesAmica Payback, prima 3,46."
carriper04,Carrefour Iper,Biscotti,Oreo,220 g,0.22,al kg,1.29,5.864,2026-09-04,2026-09-13,"−30%, prima 1,85. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Biscotti,Oro Ciok – Saiwa,250 g,0.25,al kg,1.99,7.960,2026-09-04,2026-09-13,"−35%, prima 3,07. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Biscotti,Plumcake Classico – Mulino Bianco,330 g,0.33,al kg,1.39,4.212,2026-09-04,2026-09-13,"−30%, prima 1,99."
carriper04,Carrefour Iper,Biscotti,Wafer gusti assortiti – Loacker,450 g (10 pezzi),0.45,al kg,3.79,8.422,2026-09-04,2026-09-13,"−45%, prima 6,90. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Burro,Burro – Valtellina Latteria di Chiuro,250 g,0.25,al kg,2.99,11.960,2026-09-04,2026-09-13,"Il volantino stampa 11,96 al kg."
carriper04,Carrefour Iper,Caffè,Caffè macinato Crema e Gusto – Lavazza,1 kg (4 × 250 g),1,al kg,10.79,10.790,2026-09-04,2026-09-13,"Sottocosto −44%, prima 19,28."
carriper04,Carrefour Iper,Caffè,Caffè macinato Tradizionale – Pellini,500 g,0.5,al kg,6.59,13.180,2026-09-04,2026-09-13,"−25%, prima 8,79. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Caffè,Capsule A Modo Mio – Borbone,599 g (70 capsule),0.599,al kg,13.49,22.521,2026-09-04,2026-09-13,"−45%, prima 24,54. Solo con la tessera SpesAmica Payback. Sono capsule: il volantino stampa 0,19 a capsula."
carriper04,Carrefour Iper,Caffè,Capsule Nespresso Crema e Gusto – Lavazza,440 g (80 capsule),0.44,al kg,15.90,36.136,2026-09-04,2026-09-13,"Sottocosto −42%, prima 27,42. Sono capsule: al chilo costano molto piu del macinato."
carriper04,Carrefour Iper,Calamari,Anelli di totano decongelati,al kg,1,al kg,8.90,8.900,2026-09-04,2026-09-13,"−31%, prima 12,90."
carriper04,Carrefour Iper,Carta igienica,Carta igienica Sensation Extra – Regina,4 rotoli,4,al rotolo,1.99,0.497,2026-09-04,2026-09-13,"−42%, prima 3,49."
carriper04,Carrefour Iper,Carta igienica,Carta igienica – Scottonelle,24 rotoli,24,al rotolo,6.99,0.291,2026-09-04,2026-09-13,"Sottocosto −53%, prima 14,89."
carriper04,Carrefour Iper,Cereali,Coco Pops Barchette – Kellogg's,580 g,0.58,al kg,2.89,4.983,2026-09-04,2026-09-13,"−58%, prima 6,89. Il volantino stampa 4,99 al kg."
carriper04,Carrefour Iper,Cereali,Fibre Plus All-Bran – Kellogg's,500 g,0.5,al kg,2.69,5.380,2026-09-04,2026-09-13,"−25%, prima 3,59. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Cereali,Porridge semi di girasole al miele – Colfiorito,300 g,0.3,al kg,3.59,11.967,2026-09-04,2026-09-13,"−20%, prima 4,49."
carriper04,Carrefour Iper,Cioccolato,Kit Kat Trio – Nestlè,125 g,0.125,al kg,1.99,15.920,2026-09-04,2026-09-13,"−40%, prima 3,33. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Cioccolato,Nutella – Ferrero,950 g,0.95,al kg,6.89,7.253,2026-09-04,2026-09-13,Crema da spalmare. Il barattolo grande.
carriper04,Carrefour Iper,Cioccolato,Tavolette Excellence 85% cacao – Lindt,100 g,0.1,al kg,2.89,28.900,2026-09-04,2026-09-13,"−20%, prima 3,62. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Cioccolato,Tavolette gusti assortiti – Milka,250 g,0.25,al kg,3.95,15.800,2026-09-04,2026-09-13,
carriper04,Carrefour Iper,Collutorio,Collutorio Denti e Gengive – Listerine,1 litro (2 × 500 ml),1,al litro,4.99,4.990,2026-09-04,2026-09-13,"−58%, prima 11,89. È collutorio, non dentifricio. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Conserve,Funghetti interi – Polli,190 g,0.19,al kg,1.95,10.263,2026-09-04,2026-09-13,"−35%, prima 3,16. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Conserve,Mais – Bonduelle,420 g (3 × 140 g),0.42,al kg,1.99,4.738,2026-09-04,2026-09-13,"−45%, prima 3,62. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Dentifricio,Dentifricio Microgranuli – Mentadent,225 ml (3 × 75 ml),0.225,al litro,4.49,19.956,2026-09-04,2026-09-13,"−39%, prima 7,37. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Formaggio,Asiago Sette Malghe DOP al banco,al kg,1,al kg,12.90,12.900,2026-09-04,2026-09-13,"−35%, prima 1,99 all'etto. Al banco, 1,29 all'etto."
carriper04,Carrefour Iper,Formaggio,Camoscio d'Oro,200 g,0.2,al kg,2.59,12.950,2026-09-04,2026-09-13,"−21%, prima 3,29. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Formaggio,Emmental Grand Pavois al banco,al kg,1,al kg,12.90,12.900,2026-09-04,2026-09-13,"−26%, prima 1,75 all'etto. Al banco, 1,29 all'etto."
carriper04,Carrefour Iper,Formaggio,Feta DOP – Zorbas,200 g,0.2,al kg,2.79,13.950,2026-09-04,2026-09-13,"−24%, prima 3,69."
carriper04,Carrefour Iper,Formaggio,Formaggio Pistacchiotto al banco,al kg,1,al kg,14.90,14.900,2026-09-04,2026-09-13,"−23%, prima 1,95 all'etto. Al banco, 1,49 all'etto. Speciale Sicilia."
carriper04,Carrefour Iper,Formaggio,Pecorino Siciliano DOP al banco,al kg,1,al kg,21.90,21.900,2026-09-04,2026-09-13,"−24%, prima 2,89 all'etto. Al banco, 2,19 all'etto. Speciale Sicilia."
carriper04,Carrefour Iper,Formaggio,Provolone dolce al banco,al kg,1,al kg,9.90,9.900,2026-09-04,2026-09-13,"−28%, prima 1,39 all'etto. Al banco, 0,99 all'etto."
carriper04,Carrefour Iper,Formaggio,Stracchino – Nonno Nanni,200 g,0.2,al kg,1.99,9.950,2026-09-04,2026-09-13,"−37%, prima 3,16. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Formaggio,Stracciatella fresca al banco,al kg,1,al kg,9.90,9.900,2026-09-04,2026-09-13,"−49%, prima 1,95 all'etto. Al banco, 0,99 all'etto."
carriper04,Carrefour Iper,Formaggio,Tomino del Boscaiolo – Terre d'Italia,180 g,0.18,al kg,1.99,11.056,2026-09-04,2026-09-13,"−23%, prima 2,59. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Frutta,Banane sfuse – Chiquita,al kg,1,al kg,1.49,1.490,2026-09-04,2026-09-13,"−25%, prima 1,99."
carriper04,Carrefour Iper,Frutta,Fichi d'India,800 g,0.8,al kg,2.79,3.487,2026-09-04,2026-09-13,"Il volantino stampa 3,49 al kg. Speciale Sicilia."
carriper04,Carrefour Iper,Frutta,"Uva bianca senza semi, sfusa",al kg,1,al kg,2.99,2.990,2026-09-04,2026-09-13,"−20%, prima 3,74. Prodotta in Italia."
carriper04,Carrefour Iper,Gamberi,Gamberi argentini decongelati,al kg,1,al kg,16.90,16.900,2026-09-04,2026-09-13,"−26%, prima 22,90. Con «Prendi Spendi», da 2 kg in su vanno a 14,90 al kg."
carriper04,Carrefour Iper,Gelato,Barattolino Le Delizie – Sammontana,500 g,0.5,al kg,2.99,5.980,2026-09-04,2026-09-13,"−40%, prima 4,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Barretta gelato Peanut Butter – Snickers,234 g (6 pezzi),0.234,al kg,3.99,17.051,2026-09-04,2026-09-13,"Il volantino stampa 17,06 al kg."
carriper04,Carrefour Iper,Gelato,Coppa del Nonno classica,390 g (6 pezzi),0.39,al kg,3.59,9.205,2026-09-04,2026-09-13,"−28%, prima 4,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Cornetto Soft gusti assortiti – Algida,316 g,0.316,al kg,2.79,8.829,2026-09-04,2026-09-13,"−28%, prima 3,88. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Cornetto gusti assortiti – Algida,450 g (6 pezzi),0.45,al kg,4.29,9.533,2026-09-04,2026-09-13,"−28%, prima 5,96. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Cremino o Fior di Fragola – Algida,336 g (8 pezzi),0.336,al kg,3.69,10.982,2026-09-04,2026-09-13,"−26%, prima 4,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Cucciolone – Algida,480 g (6 pezzi),0.48,al kg,3.99,8.312,2026-09-04,2026-09-13,"−23%, prima 5,19. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Gelato gusti assortiti – Haagen-Dazs,400 g,0.4,al kg,3.49,8.725,2026-09-04,2026-09-13,"−48%, prima 6,73. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Gelato gusti assortiti – Terre d'Italia,300 g,0.3,al kg,3.19,10.633,2026-09-04,2026-09-13,"−20%, prima 3,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Ghiaccioli gusti assortiti,"3,5 kg (50 pezzi)",3.5,al kg,4.99,1.426,2026-09-04,2026-09-13,"−28%, prima 6,94. Solo con la tessera SpesAmica Payback. Sono ghiaccioli d'acqua, non gelato di crema."
carriper04,Carrefour Iper,Gelato,La Gelateria gusti assortiti – Carte D'Or,1 kg,1,al kg,3.99,3.990,2026-09-04,2026-09-13,"−42%, prima 6,89. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Linea stecchi gusti assortiti – Magnum,300 g (4 pezzi),0.3,al kg,3.39,11.300,2026-09-04,2026-09-13,"−36%, prima 5,31. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Magnum Pot gusti assortiti,310 g,0.31,al kg,3.49,11.258,2026-09-04,2026-09-13,"−30%, prima 4,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Maxibon Mini,306 g (6 pezzi),0.306,al kg,2.99,9.771,2026-09-04,2026-09-13,"−40%, prima 4,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Mini stecchi Gruvi – Sammontana,225 g,0.225,al kg,3.49,15.511,2026-09-04,2026-09-13,"−38%, prima 5,64. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Nutella Ice Cream – Ferrero,230 g,0.23,al kg,3.49,15.174,2026-09-04,2026-09-13,"−30%, prima 4,99."
carriper04,Carrefour Iper,Gelato,Soft & Crunchy – Carte D'Or,373 g,0.373,al kg,3.49,9.357,2026-09-04,2026-09-13,"−30%, prima 4,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Gelato,Stecco Plasmon – Sammontana,188 g (4 pezzi),0.188,al kg,3.35,17.819,2026-09-04,2026-09-13,"−30%, prima 4,79. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Grana,Grana Padano DOP – GranTerre,800 g,0.8,al kg,7.90,9.875,2026-09-04,2026-09-13,"Sottocosto −50%, prima 15,90. Il volantino stampa 9,88 al kg."
carriper04,Carrefour Iper,Grana,Parmigiano Reggiano grattugiato fresco – Parmareggio,60 g,0.06,al kg,1.25,20.833,2026-09-04,2026-09-13,"−35%, prima 1,95. Il volantino stampa 20,84 al kg."
carriper04,Carrefour Iper,Insalata,Insalata Baby Iceberg – Vertical Farms,"80 g, almeno 2 buste",0.08,al kg,1.29,16.125,2026-09-04,2026-09-13,"«Prendi Spendi»: 1,29 comprandone due o più, se no 1,59. Prima 1,99."
carriper04,Carrefour Iper,Latte,Valigetta latte parzialmente scremato – Parmalat,4 litri (4 × 1 l),4,al litro,2.99,0.748,2026-09-04,2026-09-13,"Sottocosto −41%, prima 5,15. Il volantino stampa 0,75 al litro."
carriper04,Carrefour Iper,Lavastoviglie,Gel lavastoviglie Duo Gel – Pril,"3 flaconi, 1,62 l, fino a 90 lavaggi",90,a lavaggio,8.99,0.100,2026-09-04,2026-09-13,"Sottocosto −55%, prima 19,99. Il conto e sui 90 lavaggi dichiarati sulla confezione."
carriper04,Carrefour Iper,Lavastoviglie,Pastiglie lavastoviglie Ultimate Plus – Finish,"793 g, 65 pastiglie",65,a lavaggio,11.39,0.175,2026-09-04,2026-09-13,"Sottocosto −43%, prima 19,99."
carriper04,Carrefour Iper,Lavatrice,Detersivo lavatrice Pods – Dash,"905 g, 50 capsule",50,a lavaggio,11.99,0.240,2026-09-04,2026-09-13,"Sottocosto −40%, prima 19,99."
carriper04,Carrefour Iper,Lavatrice,Detersivo lavatrice in polvere Classico – Dixan,"6,16 kg, 112 lavaggi",112,a lavaggio,14.99,0.134,2026-09-04,2026-09-13,"Sottocosto −38%, prima 24,19."
carriper04,Carrefour Iper,Lavatrice,Detersivo liquido lavatrice Muschio Bianco – Chanteclair,"2,07 l, 46 lavaggi",46,a lavaggio,3.99,0.087,2026-09-04,2026-09-13,"−44%, prima 7,14."
carriper04,Carrefour Iper,Lavatrice,Detersivo liquido lavatrice – Dash,"3 flaconi, 2,295 l, 51 lavaggi",51,a lavaggio,6.99,0.137,2026-09-04,2026-09-13,"Sottocosto −65%, prima 19,99. Il volantino stampa 0,14 a misurino."
carriper04,Carrefour Iper,Legumi,Ceci italiani – Valfrutta,720 g (3 × 240 g),0.72,al kg,1.95,2.708,2026-09-04,2026-09-13,"−35%, prima 3,00. Solo con la tessera SpesAmica Payback. E il peso col liquido di governo."
carriper04,Carrefour Iper,Manzo,Fettine di bovino adulto,"al kg, almeno 1 kg",1,al kg,12.99,12.990,2026-09-04,2026-09-13,"«Prendi Spendi»: 12,99 al kg da 1 kg in su. Sotto il chilo 14,99. Prima 19,99."
carriper04,Carrefour Iper,Marmellata,Confettura Zero Residui – Zuegg,230 g,0.23,al kg,2.49,10.826,2026-09-04,2026-09-13,"−22% con la tessera SpesAmica Payback, prima 3,20."
carriper04,Carrefour Iper,Marmellata,Confettura ai frutti di bosco senza zuccheri aggiunti,220 g,0.22,al kg,1.49,6.773,2026-09-04,2026-09-13,"−21%, prima 1,89. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Marmellata,Confetture gusti assortiti – Terre d'Italia,340 g,0.34,al kg,2.69,7.912,2026-09-04,2026-09-13,"−21% con la tessera SpesAmica Payback, prima 3,41."
carriper04,Carrefour Iper,Merendine,Barrette Crunchy avena e miele – Nature Valley,210 g,0.21,al kg,1.49,7.095,2026-09-04,2026-09-13,"−50%, prima 2,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Merendine,Colazione Piu – Kinder,290 g,0.29,al kg,2.19,7.552,2026-09-04,2026-09-13,"Sottocosto −24%, prima 2,89."
carriper04,Carrefour Iper,Merendine,Cornetto Rodrigo Moro – Tre Marie,342 g (6 pezzi),0.342,al kg,3.51,10.263,2026-09-04,2026-09-13,"−21%, prima 4,45. Solo con la tessera SpesAmica Payback. Surgelato."
carriper04,Carrefour Iper,Merendine,Croissant all'albicocca al banco,80 g,0.08,al kg,0.79,9.875,2026-09-04,2026-09-13,"−38%, prima 1,29. Il volantino stampa 9,87 al kg."
carriper04,Carrefour Iper,Merendine,Croissant classico – Bauli,240 g,0.24,al kg,0.99,4.125,2026-09-04,2026-09-13,"−45%, prima 1,81. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Merendine,Croissant farciti classici – Bauli,300 g,0.3,al kg,1.19,3.967,2026-09-04,2026-09-13,"Sottocosto −43%, prima 2,09."
carriper04,Carrefour Iper,Merendine,Croissant integrale ai frutti di bosco al banco,"90 g, almeno 2 pezzi",0.09,al kg,0.69,7.667,2026-09-04,2026-09-13,"«Prendi Spendi»: 0,69 al pezzo da 2 pezzi in su. Uno solo 0,99, cioe 11,00 al kg."
carriper04,Carrefour Iper,Merendine,Muffin gusti assortiti – Mr.Day,300 g (6 pezzi),0.3,al kg,1.69,5.633,2026-09-04,2026-09-13,"−45%, prima 3,09. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Merendine,Nutella B-Ready,220 g (10 pezzi),0.22,al kg,2.99,13.591,2026-09-04,2026-09-13,"−23%, prima 3,89. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Merendine,Nutella Muffin,264 g (4 pezzi),0.264,al kg,3.19,12.083,2026-09-04,2026-09-13,"−29%, prima 4,50. Solo con la tessera SpesAmica Payback. Surgelati."
carriper04,Carrefour Iper,Merendine,Pancakes – Pasquier,280 g,0.28,al kg,1.09,3.893,2026-09-04,2026-09-13,"−50%, prima 2,19. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Merendine,Panini con gocce di cioccolato,252 g,0.252,al kg,0.99,3.929,2026-09-04,2026-09-13,"−37%, prima 1,58. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Merendine,Torta al limone – Mulino Bianco,640 g,0.64,al kg,4.19,6.547,2026-09-04,2026-09-13,"−30%, prima 5,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Merluzzo,Cuori di filetti di nasello del Pacifico – Frosta,300 g,0.3,al kg,4.49,14.967,2026-09-04,2026-09-13,"−34%, prima 6,81. Solo con la tessera SpesAmica Payback. Il volantino stampa 14,97 al kg."
carriper04,Carrefour Iper,Merluzzo,Polpette di pesce merluzzo dalla Norvegia – Frosta,240 g,0.24,al kg,3.99,16.625,2026-09-04,2026-09-13,"Surgelate. −20%, prima 4,99. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Miele,Miele millefiori,500 g,0.5,al kg,4.39,8.780,2026-09-04,2026-09-13,"−20%, prima 5,49. Solo con la tessera SpesAmica Payback."
carriper04,Carrefour Iper,Mortadella,Mortadella con pistacchio – Terre d'Italia,al kg (al banco),1,al kg,13.90,13.900,2026-09-04,2026-09-13,"−20%, prima 1,75 all'etto. Al banco, 1,39 all'etto."
carriper04,Carrefour Iper,Mozzarella,Mozzarella Tris – LaTTellina Latteria di Chiuro,300 g (3 × 100 g),0.3,al kg,2.79,9.300,2026-09-04,2026-09-13,"Il volantino stampa 9,30 al kg."
